epoch,step,train_loss,val_loss
0,49,0.0386105440557003,
0,99,0.015816081315279007,
0,149,0.023970339447259903,
0,199,0.026729995384812355,
0,249,0.019092492759227753,
0,299,0.017751125618815422,
0,349,0.024780815467238426,
0,399,0.018978675827383995,
0,449,0.024688107892870903,
0,499,0.03416416049003601,
0,549,0.02665438875555992,
0,599,0.028533510863780975,
0,649,0.02608194388449192,
0,699,0.01563013717532158,
0,749,0.007532570976763964,
0,799,0.027309153228998184,
0,849,0.01447451300919056,
0,899,0.02230421081185341,
0,949,0.01852809451520443,
0,999,0.01619001105427742,
0,1049,0.009176003746688366,
0,1099,0.017868824303150177,
0,1149,0.013345623388886452,
0,1199,0.015983151271939278,
0,1249,0.011839460581541061,
0,1299,0.01142730563879013,
0,1349,0.020009100437164307,
0,1399,0.012346623465418816,
0,1449,0.023607447743415833,
0,1499,0.014952808618545532,
0,1549,0.028790555894374847,
0,1599,0.023913346230983734,
0,1649,0.013927731662988663,
0,1699,0.014939583837985992,
0,1749,0.023015495389699936,
0,1799,0.018815932795405388,
0,1849,0.011055652052164078,
0,1899,0.016768334433436394,
0,1949,0.017016109079122543,
0,1999,0.027148036286234856,
0,2049,0.02527211420238018,
0,2099,0.022314775735139847,
0,2149,0.019095560535788536,
0,2199,0.012092484161257744,
0,2249,0.013892672024667263,
0,2299,0.028291352093219757,
0,2349,0.023061929270625114,
0,2399,0.017261814326047897,
0,2449,0.018570881336927414,
0,2499,0.03132602944970131,
0,2549,0.031435780227184296,
0,2599,0.01771627366542816,
0,2649,0.020527947694063187,
0,2699,0.023624591529369354,
0,2749,0.02601550705730915,
0,2799,0.014726164750754833,
0,2849,0.011488266289234161,
0,2899,0.03489789366722107,
0,2949,0.02173873595893383,
0,2999,0.007828610017895699,
0,3049,0.031224817037582397,
0,3099,0.02264684997498989,
0,3149,0.037182968109846115,
0,3199,0.021979425102472305,
0,3249,0.01925019361078739,
0,3299,0.023220205679535866,
0,3349,0.010423630475997925,
0,3399,0.011891936883330345,
0,3449,0.022955045104026794,
0,3499,0.02840404212474823,
0,3549,0.01014236081391573,
0,3599,0.01676952838897705,
0,3649,0.01355116255581379,
0,3699,0.022966668009757996,
0,3749,0.02389831840991974,
0,3799,0.014186212792992592,
0,3849,0.017034154385328293,
0,3899,0.009817915968596935,
0,3949,0.017369521781802177,
0,3999,0.010742911137640476,
0,4049,0.014464396052062511,
0,4099,0.018597032874822617,
0,4149,0.010889257304370403,
0,4199,0.02589205466210842,
0,4249,0.0193137526512146,
0,4299,0.02448943443596363,
0,4349,0.014766687527298927,
0,4399,0.005135278683155775,
0,4449,0.013294100761413574,
0,4499,0.026157550513744354,
0,4549,0.023389574140310287,
0,4599,0.021641314029693604,
0,4649,0.016017857939004898,
0,4699,0.006250259466469288,
0,4749,0.013603868894279003,
0,4799,0.011053649708628654,
0,4849,0.016767200082540512,
0,4899,0.015702391043305397,
0,4949,0.01580977812409401,
0,4999,0.028833426535129547,
0,5049,0.014839456416666508,
0,5099,0.02786530926823616,
0,5149,0.010722861625254154,
0,5199,0.017674660310149193,
0,5249,0.022363124415278435,
0,5299,0.02282187156379223,
0,5349,0.02904660999774933,
0,5399,0.025314226746559143,
0,5449,0.015176068060100079,
0,5499,0.011916456744074821,
0,5549,0.01686522550880909,
0,5599,0.016519375145435333,
0,5649,0.01681295782327652,
0,5699,0.010028956457972527,
0,5749,0.018473956733942032,
0,5799,0.011070656590163708,
0,5849,0.025142254307866096,
0,5899,0.015214217826724052,
0,5949,0.011479852721095085,
0,5999,0.015460431575775146,
0,6049,0.014087404124438763,
0,6099,0.02695084735751152,
0,6149,0.013424835167825222,
0,6199,0.01490716077387333,
0,6249,0.0245885718613863,
0,6299,0.010513260960578918,
0,6349,0.012866057455539703,
0,6399,0.022544516250491142,
0,6449,0.04017731174826622,
0,6499,0.025067521259188652,
0,6549,0.013560077175498009,
0,6599,0.019289718940854073,
0,6649,0.01398913562297821,
0,6699,0.01639275625348091,
0,6749,0.025726478546857834,
0,6799,0.017038775607943535,
0,6849,0.019620904698967934,
0,6899,0.022790959104895592,
0,6949,0.011066371574997902,
0,6999,0.01907220296561718,
0,7049,0.012718169018626213,
0,7099,0.012207834050059319,
0,7149,0.01693950779736042,
0,7199,0.023455794900655746,
0,7249,0.02057124488055706,
0,7299,0.012543686665594578,
0,7349,0.013658277690410614,
0,7399,0.012912680394947529,
0,7449,0.014308048412203789,
0,7499,0.029270827770233154,
0,7549,0.012905688025057316,
0,7599,0.015887126326560974,
0,7649,0.013685549609363079,
0,7699,0.01792183332145214,
0,7749,0.0167081356048584,
0,7799,0.016021348536014557,
0,7849,0.02856096811592579,
