train_loss,epoch,step,val_loss
0.03513801097869873,0,49,
0.03714010491967201,0,99,
0.020367754623293877,0,149,
0.03169325739145279,0,199,
0.027139779180288315,0,249,
0.01965315267443657,0,299,
0.016481859609484673,0,349,
0.0236674714833498,0,399,
0.016862213611602783,0,449,
0.02034744992852211,0,499,
0.015871871262788773,0,549,
0.018532730638980865,0,599,
0.018754616379737854,0,649,
0.019199278205633163,0,699,
0.011560089886188507,0,749,
0.024376731365919113,0,799,
0.01276901550590992,0,849,
0.01966017484664917,0,899,
0.015024649910628796,0,949,
0.014053462073206902,0,999,
0.01604572869837284,0,1049,
0.014965646900236607,0,1099,
0.016536742448806763,0,1149,
0.021924488246440887,0,1199,
0.0171411894261837,0,1249,
0.02091270312666893,0,1299,
0.01991674304008484,0,1349,
0.015845878049731255,0,1399,
0.023871498182415962,0,1449,
0.015698762610554695,0,1499,
0.014530647546052933,0,1549,
0.020063823089003563,0,1599,
0.02097333036363125,0,1649,
0.010927586816251278,0,1699,
0.017010871320962906,0,1749,
0.017859237268567085,0,1799,
0.017067845910787582,0,1849,
0.010414143092930317,0,1899,
0.01829918473958969,0,1949,
0.014146926812827587,0,1999,
0.014866004697978497,0,2049,
0.01532013900578022,0,2099,
0.022715730592608452,0,2149,
0.015833713114261627,0,2199,
0.021327883005142212,0,2249,
0.015080733224749565,0,2299,
0.01516955066472292,0,2349,
0.013271630741655827,0,2399,
0.012807957828044891,0,2449,
0.009181622415781021,0,2499,
0.01786707155406475,0,2549,
0.009661060757935047,0,2599,
0.011414064094424248,0,2649,
0.024411777034401894,0,2699,
0.01313050277531147,0,2749,
0.01384683232754469,0,2799,
0.015784267336130142,0,2849,
0.015198120847344398,0,2899,
0.015998516231775284,0,2949,
0.01680777594447136,0,2999,
0.01788538135588169,0,3049,
0.016715101897716522,0,3099,
0.014953440055251122,0,3149,
0.015771985054016113,0,3199,
0.011863702908158302,0,3249,
0.014684101566672325,0,3299,
0.011135906912386417,0,3349,
0.015540672466158867,0,3399,
0.014795077964663506,0,3449,
0.01830083504319191,0,3499,
0.017978979274630547,0,3549,
0.01035555824637413,0,3599,
0.019382722675800323,0,3649,
0.013399116694927216,0,3699,
0.023866266012191772,0,3749,
0.01625143364071846,0,3799,
0.01482385117560625,0,3849,
0.016928542405366898,0,3899,
0.017893055453896523,0,3949,
0.013433301821351051,0,3999,
0.011748557910323143,0,4049,
0.01601600833237171,0,4099,
0.02423935942351818,0,4149,
0.009516121819615364,0,4199,
0.009109869599342346,0,4249,
0.015314696356654167,0,4299,
0.0202656127512455,0,4349,
0.018690530210733414,0,4399,
0.013286562636494637,0,4449,
0.02248449996113777,0,4499,
0.016521722078323364,0,4549,
0.012349477037787437,0,4599,
0.025061635300517082,0,4649,
0.015865042805671692,0,4699,
0.018631745129823685,0,4749,
0.012985252775251865,0,4799,
0.013614369556307793,0,4849,
0.016172543168067932,0,4899,
0.015607684850692749,0,4949,
0.011042938567698002,0,4999,
0.012851566076278687,0,5049,
0.015158848837018013,0,5099,
0.011078117415308952,0,5149,
0.014392164535820484,0,5199,
0.00950036384165287,0,5249,
0.023131754249334335,0,5299,
0.01331532932817936,0,5349,
0.014289790764451027,0,5399,
0.02199455350637436,0,5449,
0.019095879048109055,0,5499,
0.015096079558134079,0,5549,
0.01179822813719511,0,5599,
0.011879241093993187,0,5649,
0.019134564325213432,0,5699,
0.016720714047551155,0,5749,
0.012281740084290504,0,5799,
1.4603275060653687,0,5849,
0.017621107399463654,0,5899,
0.017596157267689705,0,5949,
0.016603516414761543,0,5999,
0.01906527392566204,0,6049,
0.008495857939124107,0,6099,
0.01257126685231924,0,6149,
0.011935189366340637,0,6199,
0.016836512833833694,0,6249,
0.016103316098451614,0,6299,
0.021151477470993996,0,6349,
0.011089472100138664,0,6399,
0.02329585887491703,0,6449,
0.017216119915246964,0,6499,
0.02462836727499962,0,6549,
0.012038134038448334,0,6599,
0.01825217343866825,0,6649,
0.020432446151971817,0,6699,
0.015833497047424316,0,6749,
0.01355052925646305,0,6799,
0.01734524965286255,0,6849,
0.010961145162582397,0,6899,
0.011900842189788818,0,6949,
0.019080456346273422,0,6999,
0.013583483174443245,0,7049,
0.015644939616322517,0,7099,
0.0102471262216568,0,7149,
0.011879656463861465,0,7199,
0.019988659769296646,0,7249,
0.019875289872288704,0,7299,
0.014802277088165283,0,7349,
0.012858872301876545,0,7399,
0.020650455728173256,0,7449,
0.01720242202281952,0,7499,
0.016635583713650703,0,7549,
0.015710804611444473,0,7599,
0.02370763197541237,0,7649,
0.011985786259174347,0,7699,
0.015711678192019463,0,7749,
0.01731533370912075,0,7799,
0.013100299052894115,0,7849,
0.011903618462383747,0,7899,
0.018310315907001495,0,7949,
0.01593230664730072,0,7999,
0.01300752628594637,0,8049,
0.014602222479879856,0,8099,
0.024327656254172325,0,8149,
0.01297207921743393,0,8199,
0.014502149075269699,0,8249,
0.01813887245953083,0,8299,
0.013225867412984371,0,8349,
0.01111199427396059,0,8399,
0.018395425751805305,0,8449,
0.011801430955529213,0,8499,
0.019021470099687576,0,8549,
0.019589904695749283,0,8599,
0.013705306686460972,0,8649,
0.014220242388546467,0,8699,
,0,8748,0.02374681830406189
