train_loss,epoch,step,val_loss
0.04274512454867363,0,49,
0.02228344976902008,0,99,
0.015343199484050274,0,149,
0.02010381408035755,0,199,
0.029912253841757774,0,249,
0.03101925738155842,0,299,
0.02585507184267044,0,349,
0.014424240216612816,0,399,
0.013493108563125134,0,449,
0.01855294220149517,0,499,
0.03662005811929703,0,549,
0.012951978482306004,0,599,
0.023605195805430412,0,649,
0.01454966515302658,0,699,
0.02174471504986286,0,749,
0.033655423671007156,0,799,
0.018316395580768585,0,849,
0.019987035542726517,0,899,
0.02800673618912697,0,949,
0.015172021463513374,0,999,
0.01886831596493721,0,1049,
0.012776194140315056,0,1099,
0.019125964492559433,0,1149,
0.010122152045369148,0,1199,
0.012881065718829632,0,1249,
0.02912246808409691,0,1299,
0.01684223674237728,0,1349,
0.017170753329992294,0,1399,
0.020760521292686462,0,1449,
0.01261057984083891,0,1499,
0.010326098650693893,0,1549,
0.01856391504406929,0,1599,
0.010049492120742798,0,1649,
0.017855964601039886,0,1699,
0.013297921046614647,0,1749,
0.016653455793857574,0,1799,
0.035279061645269394,0,1849,
0.02650252915918827,0,1899,
0.027251459658145905,0,1949,
0.02204766497015953,0,1999,
0.014766653999686241,0,2049,
0.012834801338613033,0,2099,
0.00836506113409996,0,2149,
0.01220562495291233,0,2199,
0.02096172794699669,0,2249,
0.024123527109622955,0,2299,
0.02547968178987503,0,2349,
0.010151666589081287,0,2399,
0.037562478333711624,0,2449,
0.015485947020351887,0,2499,
0.015690181404352188,0,2549,
0.017890313640236855,0,2599,
0.013785255141556263,0,2649,
0.008333805948495865,0,2699,
0.020021935924887657,0,2749,
0.011196278035640717,0,2799,
0.02089206501841545,0,2849,
0.010905486531555653,0,2899,
0.013057163916528225,0,2949,
0.02233082428574562,0,2999,
0.028779663145542145,0,3049,
0.011630363762378693,0,3099,
0.01816566102206707,0,3149,
0.024523239582777023,0,3199,
0.01461886428296566,0,3249,
0.012774543836712837,0,3299,
0.021032288670539856,0,3349,
0.016547024250030518,0,3399,
0.015929654240608215,0,3449,
0.01288268156349659,0,3499,
0.029011620208621025,0,3549,
0.020360279828310013,0,3599,
0.016148818656802177,0,3649,
0.012418246828019619,0,3699,
0.01700490713119507,0,3749,
0.012661565095186234,0,3799,
0.013997378759086132,0,3849,
0.009470619261264801,0,3899,
0.01595129817724228,0,3949,
0.018274538218975067,0,3999,
0.020080024376511574,0,4049,
